greedy_no_div_no_pow_KBC,no_div_no_pow_random_terms_huge,22.712,24.24,24.36,24.448,24.84,25,25.376,25.432
greedy_no_div_no_pow_KBC_no_unorderable,no_div_no_pow_random_terms_huge,22.696,24.264,24.44,24.496,24.88,25.104,25.36,25.408
greedy_no_div_no_pow,no_div_no_pow_random_terms_huge,17.472,17.472,17.472,17.472,17.472,17.472,17.472,17.472
greedy_KBC,random_terms_huge,17.136,17.304,17.272,17.496,17.752,17.768,17.816,17.808
greedy_KBC_no_unorderable,random_terms_huge,17.136,17.304,17.272,17.456,17.456,17.72,17.784,17.816
greedy_base,random_terms_huge,14.472,14.472,14.472,14.472,14.472,14.472,14.472,14.472
